#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Sun Apr 05 14:26:18 EDT 2020,34,34,Assignment4Suite,ContainsTest2+ ContainsTest3+ ContainsTest4+ LevelTest4+ OrderingTest1+ OrderingTest2+ OrderingTest3+ OrderingTest4+ RemoveTest2+ SizeTest3+ , ,ContainsTest1- GetMaxTest1- GetMaxTest2- GetMaxTest3- GetMinTest1- GetMinTest2- GetMinTest3- InsertTest1- InsertTest2- InsertTest3- InsertTest4- LevelTest1- LevelTest2- LevelTest3- RemoveTest1- RemoveTest3- RemoveTest4- SizeTest1- SizeTest2- , ,
1,Sun Apr 05 15:25:41 EDT 2020,37,3,Assignment4Suite,ContainsTest1+ ContainsTest2 ContainsTest3 ContainsTest4 LevelTest4 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest2 SizeTest1+ , ,GetMaxTest1 GetMaxTest2 GetMaxTest3 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 InsertTest4 LevelTest1 LevelTest2 LevelTest3 RemoveTest1 RemoveTest3 RemoveTest4 SizeTest2 SizeTest3- , ,
2,Sun Apr 05 15:27:45 EDT 2020,37,0,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4 LevelTest4 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest2 SizeTest1 , ,GetMaxTest1 GetMaxTest2 GetMaxTest3 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 InsertTest4 LevelTest1 LevelTest2 LevelTest3 RemoveTest1 RemoveTest3 RemoveTest4 SizeTest2 SizeTest3 , ,
3,Sun Apr 05 15:29:35 EDT 2020,37,0,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4 LevelTest4 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest2 SizeTest1 , ,GetMaxTest1 GetMaxTest2 GetMaxTest3 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 InsertTest4 LevelTest1 LevelTest2 LevelTest3 RemoveTest1 RemoveTest3 RemoveTest4 SizeTest2 SizeTest3 , ,
4,Sun Apr 05 15:30:49 EDT 2020,37,0,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4 LevelTest4 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest2 SizeTest1 , ,GetMaxTest1 GetMaxTest2 GetMaxTest3 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 InsertTest4 LevelTest1 LevelTest2 LevelTest3 RemoveTest1 RemoveTest3 RemoveTest4 SizeTest2 SizeTest3 , ,
5,Sun Apr 05 15:31:44 EDT 2020,44,7,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4 LevelTest4 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest2 SizeTest1 SizeTest2+ SizeTest3+ , ,GetMaxTest1 GetMaxTest2 GetMaxTest3 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 InsertTest4 LevelTest1 LevelTest2 LevelTest3 RemoveTest1 RemoveTest3 RemoveTest4 , ,
6,Sun Apr 05 16:03:21 EDT 2020,55,11,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1+ GetMaxTest2+ GetMaxTest3+ LevelTest4 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest2 SizeTest1 SizeTest2 SizeTest3 , ,GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 InsertTest4 LevelTest1 LevelTest2 LevelTest3 RemoveTest1 RemoveTest3 RemoveTest4 , ,
7,Sun Apr 05 16:07:17 EDT 2020,51,-4,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 GetMaxTest3 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest2 SizeTest1 SizeTest2 SizeTest3 , ,GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 InsertTest4 LevelTest1 LevelTest2 LevelTest3 LevelTest4- RemoveTest1 RemoveTest3 RemoveTest4 , ,
8,Sun Apr 05 16:12:54 EDT 2020,51,0,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 GetMaxTest3 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest2 SizeTest1 SizeTest2 SizeTest3 , ,GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 InsertTest4 LevelTest1 LevelTest2 LevelTest3 LevelTest4 RemoveTest1 RemoveTest3 RemoveTest4 , ,
9,Sun Apr 05 16:20:53 EDT 2020,51,0,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 GetMaxTest3 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest2 SizeTest1 SizeTest2 SizeTest3 , ,GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 InsertTest4 LevelTest1 LevelTest2 LevelTest3 LevelTest4 RemoveTest1 RemoveTest3 RemoveTest4 , ,
10,Sun Apr 05 16:34:32 EDT 2020,51,0,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 GetMaxTest3 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest2 SizeTest1 SizeTest2 SizeTest3 , ,GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 InsertTest4 LevelTest1 LevelTest2 LevelTest3 LevelTest4 RemoveTest1 RemoveTest3 RemoveTest4 , ,
11,Sun Apr 05 16:37:16 EDT 2020,72,21,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 GetMaxTest3 GetMinTest3+ InsertTest2+ InsertTest4+ LevelTest1+ LevelTest3+ OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest1+ RemoveTest2 SizeTest1 SizeTest2 SizeTest3 , ,GetMinTest1 GetMinTest2 InsertTest1 InsertTest3 LevelTest2 LevelTest4 RemoveTest3 RemoveTest4 , ,
12,Sun Apr 05 16:37:37 EDT 2020,75,3,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 GetMaxTest3 InsertTest1+ InsertTest2 InsertTest3+ InsertTest4 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest1 RemoveTest2 RemoveTest3+ RemoveTest4+ SizeTest1 SizeTest2 SizeTest3 , ,GetMinTest1 GetMinTest2 GetMinTest3- LevelTest1- LevelTest2 LevelTest3- LevelTest4 , ,
13,Sun Apr 05 16:38:03 EDT 2020,58,-17,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 GetMaxTest3 LevelTest1+ LevelTest3+ OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest2 SizeTest1 SizeTest2 SizeTest3 , ,GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1- InsertTest2- InsertTest3- InsertTest4- LevelTest2 LevelTest4 RemoveTest1- RemoveTest3- RemoveTest4- , ,
14,Sun Apr 05 16:38:18 EDT 2020,75,17,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 GetMaxTest3 InsertTest1+ InsertTest2+ InsertTest3+ InsertTest4+ OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest1+ RemoveTest2 RemoveTest3+ RemoveTest4+ SizeTest1 SizeTest2 SizeTest3 , ,GetMinTest1 GetMinTest2 GetMinTest3 LevelTest1- LevelTest2 LevelTest3- LevelTest4 , ,
15,Sun Apr 05 16:41:29 EDT 2020,75,0,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 GetMaxTest3 InsertTest1 InsertTest2 InsertTest3 InsertTest4 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 SizeTest1 SizeTest2 SizeTest3 , ,GetMinTest1 GetMinTest2 GetMinTest3 LevelTest1 LevelTest2 LevelTest3 LevelTest4 , ,
16,Sun Apr 05 16:41:50 EDT 2020,82,7,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 GetMaxTest3 GetMinTest1+ GetMinTest2+ InsertTest1 InsertTest2 InsertTest3 InsertTest4 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 SizeTest1 SizeTest2 SizeTest3 , ,GetMinTest3 LevelTest1 LevelTest2 LevelTest3 LevelTest4 , ,
17,Sun Apr 05 16:42:55 EDT 2020,75,-7,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 GetMaxTest3 InsertTest1 InsertTest2 InsertTest3 InsertTest4 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 SizeTest1 SizeTest2 SizeTest3 , ,GetMinTest1- GetMinTest2- GetMinTest3 LevelTest1 LevelTest2 LevelTest3 LevelTest4 , ,
18,Sun Apr 05 16:43:30 EDT 2020,75,0,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 GetMaxTest3 InsertTest1 InsertTest2 InsertTest3 InsertTest4 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 SizeTest1 SizeTest2 SizeTest3 , ,GetMinTest1 GetMinTest2 GetMinTest3 LevelTest1 LevelTest2 LevelTest3 LevelTest4 , ,
19,Sun Apr 05 16:44:01 EDT 2020,75,0,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 GetMaxTest3 InsertTest1 InsertTest2 InsertTest3 InsertTest4 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 SizeTest1 SizeTest2 SizeTest3 , ,GetMinTest1 GetMinTest2 GetMinTest3 LevelTest1 LevelTest2 LevelTest3 LevelTest4 , ,
20,Sun Apr 05 16:46:52 EDT 2020,75,0,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 GetMaxTest3 InsertTest1 InsertTest2 InsertTest3 InsertTest4 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 SizeTest1 SizeTest2 SizeTest3 , ,GetMinTest1 GetMinTest2 GetMinTest3 LevelTest1 LevelTest2 LevelTest3 LevelTest4 , ,
21,Sun Apr 05 17:04:22 EDT 2020,86,11,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 GetMaxTest3 GetMinTest1+ GetMinTest2+ GetMinTest3+ InsertTest1 InsertTest2 InsertTest3 InsertTest4 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 SizeTest1 SizeTest2 SizeTest3 , ,LevelTest1 LevelTest2 LevelTest3 LevelTest4 , ,
22,Sun Apr 05 17:04:40 EDT 2020,86,0,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 GetMaxTest3 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 InsertTest4 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 SizeTest1 SizeTest2 SizeTest3 , ,LevelTest1 LevelTest2 LevelTest3 LevelTest4 , ,
23,Sun Apr 05 17:05:10 EDT 2020,93,7,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 GetMaxTest3 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 InsertTest4 LevelTest1+ LevelTest3+ OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 SizeTest1 SizeTest2 SizeTest3 , ,LevelTest2 LevelTest4 , ,
24,Sun Apr 05 17:05:27 EDT 2020,93,0,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 GetMaxTest3 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 InsertTest4 LevelTest1 LevelTest3 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 SizeTest1 SizeTest2 SizeTest3 , ,LevelTest2 LevelTest4 , ,
25,Sun Apr 05 17:06:01 EDT 2020,93,0,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 GetMaxTest3 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 InsertTest4 LevelTest1 LevelTest3 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 SizeTest1 SizeTest2 SizeTest3 , ,LevelTest2 LevelTest4 , ,
26,Sun Apr 05 17:09:03 EDT 2020,93,0,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 GetMaxTest3 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 InsertTest4 LevelTest1 LevelTest3 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 SizeTest1 SizeTest2 SizeTest3 , ,LevelTest2 LevelTest4 , ,
27,Sun Apr 05 17:09:30 EDT 2020,93,0,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 GetMaxTest3 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 InsertTest4 LevelTest1 LevelTest3 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 SizeTest1 SizeTest2 SizeTest3 , ,LevelTest2 LevelTest4 , ,
28,Sun Apr 05 17:11:17 EDT 2020,93,0,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 GetMaxTest3 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 InsertTest4 LevelTest1 LevelTest3 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 SizeTest1 SizeTest2 SizeTest3 , ,LevelTest2 LevelTest4 , ,
29,Sun Apr 05 17:17:13 EDT 2020,75,-18,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 GetMaxTest3 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest2 InsertTest4 LevelTest2+ OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest1 RemoveTest2 SizeTest1 SizeTest2 SizeTest3 , ,InsertTest1- InsertTest3- LevelTest1- LevelTest3- LevelTest4 RemoveTest3- RemoveTest4- , ,
30,Sun Apr 05 17:17:31 EDT 2020,93,18,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 GetMaxTest3 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1+ InsertTest2 InsertTest3+ InsertTest4 LevelTest1+ LevelTest3+ OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest1 RemoveTest2 RemoveTest3+ RemoveTest4+ SizeTest1 SizeTest2 SizeTest3 , ,LevelTest2- LevelTest4 , ,
31,Fri May 01 22:19:40 EDT 2020,93,0,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 GetMaxTest3 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 InsertTest4 LevelTest1 LevelTest3 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 SizeTest1 SizeTest2 SizeTest3 , ,LevelTest2 LevelTest4 , ,
32,Fri May 01 22:20:47 EDT 2020,41,-52,Assignment4Suite,ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 LevelTest1 LevelTest3 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest2 , ,ContainsTest1- GetMaxTest3- GetMinTest1- GetMinTest2- GetMinTest3- InsertTest1- InsertTest2- InsertTest3- InsertTest4- LevelTest2 LevelTest4 RemoveTest1- RemoveTest3- RemoveTest4- SizeTest1- SizeTest2- SizeTest3- , ,
33,Fri May 01 22:21:25 EDT 2020,93,52,Assignment4Suite,ContainsTest1+ ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 GetMaxTest3+ GetMinTest1+ GetMinTest2+ GetMinTest3+ InsertTest1+ InsertTest2+ InsertTest3+ InsertTest4+ LevelTest1 LevelTest3 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest1+ RemoveTest2 RemoveTest3+ RemoveTest4+ SizeTest1+ SizeTest2+ SizeTest3+ , ,LevelTest2 LevelTest4 , ,
34,Fri May 01 22:24:13 EDT 2020,41,-52,Assignment4Suite,ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 LevelTest1 LevelTest3 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest2 , ,ContainsTest1- GetMaxTest3- GetMinTest1- GetMinTest2- GetMinTest3- InsertTest1- InsertTest2- InsertTest3- InsertTest4- LevelTest2 LevelTest4 RemoveTest1- RemoveTest3- RemoveTest4- SizeTest1- SizeTest2- SizeTest3- , ,
35,Fri May 01 22:24:55 EDT 2020,34,-7,Assignment4Suite,ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest2 , ,ContainsTest1 GetMaxTest3 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 InsertTest4 LevelTest1- LevelTest2 LevelTest3- LevelTest4 RemoveTest1 RemoveTest3 RemoveTest4 SizeTest1 SizeTest2 SizeTest3 , ,
36,Fri May 01 22:25:42 EDT 2020,34,0,Assignment4Suite,ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest2 , ,ContainsTest1 GetMaxTest3 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 InsertTest4 LevelTest1 LevelTest2 LevelTest3 LevelTest4 RemoveTest1 RemoveTest3 RemoveTest4 SizeTest1 SizeTest2 SizeTest3 , ,
37,Fri May 01 22:26:18 EDT 2020,37,3,Assignment4Suite,ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest2 SizeTest3+ , ,ContainsTest1 GetMaxTest3 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 InsertTest4 LevelTest1 LevelTest2 LevelTest3 LevelTest4 RemoveTest1 RemoveTest3 RemoveTest4 SizeTest1 SizeTest2 , ,
38,Fri May 01 22:26:38 EDT 2020,34,-3,Assignment4Suite,ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest2 , ,ContainsTest1 GetMaxTest3 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 InsertTest4 LevelTest1 LevelTest2 LevelTest3 LevelTest4 RemoveTest1 RemoveTest3 RemoveTest4 SizeTest1 SizeTest2 SizeTest3- , ,
39,Fri May 01 22:27:13 EDT 2020,55,21,Assignment4Suite,ContainsTest1+ ContainsTest2 ContainsTest3 GetMaxTest1 GetMaxTest2 GetMinTest1+ GetMinTest2+ InsertTest1+ InsertTest2+ InsertTest3+ InsertTest4+ OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 SizeTest1+ , ,ContainsTest4- GetMaxTest3 GetMinTest3 LevelTest1 LevelTest2 LevelTest3 LevelTest4 RemoveTest1 RemoveTest2- RemoveTest3 RemoveTest4 SizeTest2 SizeTest3 , ,
40,Fri May 01 22:27:27 EDT 2020,55,0,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 GetMaxTest1 GetMaxTest2 GetMinTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 InsertTest4 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 SizeTest1 , ,ContainsTest4 GetMaxTest3 GetMinTest3 LevelTest1 LevelTest2 LevelTest3 LevelTest4 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 SizeTest2 SizeTest3 , ,
41,Fri May 01 22:27:45 EDT 2020,93,38,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4+ GetMaxTest1 GetMaxTest2 GetMaxTest3+ GetMinTest1 GetMinTest2 GetMinTest3+ InsertTest1 InsertTest2 InsertTest3 InsertTest4 LevelTest1+ LevelTest3+ OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest1+ RemoveTest2+ RemoveTest3+ RemoveTest4+ SizeTest1 SizeTest2+ SizeTest3+ , ,LevelTest2 LevelTest4 , ,
42,Fri May 01 22:28:01 EDT 2020,93,0,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 GetMaxTest3 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 InsertTest4 LevelTest1 LevelTest3 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 SizeTest1 SizeTest2 SizeTest3 , ,LevelTest2 LevelTest4 , ,
43,Sat May 02 13:08:27 EDT 2020,93,0,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 ContainsTest4 GetMaxTest1 GetMaxTest2 GetMaxTest3 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 InsertTest4 LevelTest1 LevelTest3 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 SizeTest1 SizeTest2 SizeTest3 , ,LevelTest2 LevelTest4 , ,
